"","label","fillColor","player","birthdate","hometown","latitude","longitude","iframe_url","years","mpg","ppg","fg","rpg","apg","pt3","ft","popup"
"39","c","#036c26","Jeff Malone","28-Jun-61","Mobile, AL, USA",30.6964406,-88.1733557,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jeff Malone+NBA",13,32.8,19,48.4,2.6,2.4,26.8,87.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jeff Malone</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jeff Malone+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Mobile, AL, USA<br>Years: 13<br>PPG: 19<br>MPG: 32.8<br>FG: 48.4<br>APG: 2.4<br>RPG: 2.6<br>3PT Percentage: 26.8<br>FT Percentage: 87.1</td></tr></table>"
"40","c","#036c26","Kyrie Irving","23-Mar-92","Melbourne, Australia",-37.814107,144.98428,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Kyrie Irving+NBA",2,32.8,20.6,45.9,3.7,5.7,39.4,86.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Kyrie Irving</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Kyrie Irving+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Melbourne, Australia<br>Years: 2<br>PPG: 20.6<br>MPG: 32.8<br>FG: 45.9<br>APG: 5.7<br>RPG: 3.7<br>3PT Percentage: 39.4<br>FT Percentage: 86.2</td></tr></table>"
"41","c","#036c26","Neil Johnston","4-Feb-29","Chillicothe, OH, USA",39.3331197,-82.9824019,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Neil Johnston+NBA",8,35.5,19.4,44.4,11.3,2.5,NA,76.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Neil Johnston</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Neil Johnston+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chillicothe, OH, USA<br>Years: 8<br>PPG: 19.4<br>MPG: 35.5<br>FG: 44.4<br>APG: 2.5<br>RPG: 11.3<br>3PT Percentage: NA<br>FT Percentage: 76.8</td></tr></table>"
"42","c","#036c26","Geoff Petrie","17-Apr-48","Darby, PA, USA",39.9184461,-75.2590721,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Geoff Petrie+NBA",6,37.6,21.8,45.5,2.8,4.6,NA,80.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Geoff Petrie</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Geoff Petrie+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Darby, PA, USA<br>Years: 6<br>PPG: 21.8<br>MPG: 37.6<br>FG: 45.5<br>APG: 4.6<br>RPG: 2.8<br>3PT Percentage: NA<br>FT Percentage: 80.5</td></tr></table>"
"43","c","#036c26","Amar'e Stoudemire","16-Nov-82","Lake Wales, FL, USA",27.9014133,-81.5759099,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Amar'e Stoudemire+NBA",11,34,21.3,53.4,8.6,1.4,24.4,76.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Amar'e Stoudemire</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Amar'e Stoudemire+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lake Wales, FL, USA<br>Years: 11<br>PPG: 21.3<br>MPG: 34<br>FG: 53.4<br>APG: 1.4<br>RPG: 8.6<br>3PT Percentage: 24.4<br>FT Percentage: 76.3</td></tr></table>"
"44","c","#036c26","Lou Hudson","11-Jul-44","Greensboro, NC, USA",36.0726354,-79.7519754,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Lou Hudson+NBA",13,33.5,20.2,48.9,4.4,2.7,NA,79.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Lou Hudson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Lou Hudson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Greensboro, NC, USA<br>Years: 13<br>PPG: 20.2<br>MPG: 33.5<br>FG: 48.9<br>APG: 2.7<br>RPG: 4.4<br>3PT Percentage: NA<br>FT Percentage: 79.7</td></tr></table>"
"45","c","#036c26","Stephen Curry","14-Mar-88","Akron, OH, USA",41.0814447,-81.5170053,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Stephen Curry+NBA",4,35.3,19.2,46.5,4,6.1,44.6,90.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Stephen Curry</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Stephen Curry+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Akron, OH, USA<br>Years: 4<br>PPG: 19.2<br>MPG: 35.3<br>FG: 46.5<br>APG: 6.1<br>RPG: 4<br>3PT Percentage: 44.6<br>FT Percentage: 90.1</td></tr></table>"
"46","c","#036c26","Charles Barkley","20-Feb-63","Leeds, AL, USA",33.5481597,-86.5444288,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Charles Barkley+NBA",16,36.7,22.1,54.1,11.7,3.9,26.6,73.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Charles Barkley</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Charles Barkley+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Leeds, AL, USA<br>Years: 16<br>PPG: 22.1<br>MPG: 36.7<br>FG: 54.1<br>APG: 3.9<br>RPG: 11.7<br>3PT Percentage: 26.6<br>FT Percentage: 73.5</td></tr></table>"
"47","c","#036c26","John Drew","30-Sep-54","Vredenburgh, AL, USA",31.8284857,-87.3216563,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Drew+NBA",11,29.5,20.7,47,6.9,1.7,17.5,74.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Drew</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Drew+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Vredenburgh, AL, USA<br>Years: 11<br>PPG: 20.7<br>MPG: 29.5<br>FG: 47<br>APG: 1.7<br>RPG: 6.9<br>3PT Percentage: 17.5<br>FT Percentage: 74.8</td></tr></table>"
"48","c","#036c26","Chris Webber","1-Mar-73","Detroit, MI, USA",42.329527,-83.0538538,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Chris Webber+NBA",15,37.1,20.7,47.9,9.8,4.2,29.9,64.9,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Chris Webber</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Chris Webber+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Detroit, MI, USA<br>Years: 15<br>PPG: 20.7<br>MPG: 37.1<br>FG: 47.9<br>APG: 4.2<br>RPG: 9.8<br>3PT Percentage: 29.9<br>FT Percentage: 64.9</td></tr></table>"
"49","c","#036c26","George Yardley","3-Nov-28","Hollywood, CA, USA",34.0928092,-118.3276614,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=George Yardley+NBA",7,33.4,19.2,42.2,8.9,1.7,NA,78,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>George Yardley</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=George Yardley+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Hollywood, CA, USA<br>Years: 7<br>PPG: 19.2<br>MPG: 33.4<br>FG: 42.2<br>APG: 1.7<br>RPG: 8.9<br>3PT Percentage: NA<br>FT Percentage: 78</td></tr></table>"
"50","c","#036c26","George McGinnis","12-Aug-50","Indianapolis, IN, USA",39.768403,-86.134068,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=George McGinnis+NBA",11,33.5,20.2,45.8,11,3.7,27.3,66.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>George McGinnis</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=George McGinnis+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Indianapolis, IN, USA<br>Years: 11<br>PPG: 20.2<br>MPG: 33.5<br>FG: 45.8<br>APG: 3.7<br>RPG: 11<br>3PT Percentage: 27.3<br>FT Percentage: 66.4</td></tr></table>"
"51","c","#036c26","World B. Free","9-Dec-53","Atlanta, GA, USA",33.7489954,-84.3769824,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=World B. Free+NBA",13,30.4,20.3,45.6,2.7,3.7,33.7,75.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>World B. Free</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=World B. Free+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Atlanta, GA, USA<br>Years: 13<br>PPG: 20.3<br>MPG: 30.4<br>FG: 45.6<br>APG: 3.7<br>RPG: 2.7<br>3PT Percentage: 33.7<br>FT Percentage: 75.3</td></tr></table>"
"52","c","#036c26","Vince Carter","26-Jan-77","Daytona Beach, FL, USA",29.2108147,-81.0228331,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Vince Carter+NBA",15,34.9,20.8,44.3,5,3.8,37.6,79.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Vince Carter</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Vince Carter+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Daytona Beach, FL, USA<br>Years: 15<br>PPG: 20.8<br>MPG: 34.9<br>FG: 44.3<br>APG: 3.8<br>RPG: 5<br>3PT Percentage: 37.6<br>FT Percentage: 79.8</td></tr></table>"
"53","c","#036c26","Walt Frazier","29-Mar-45","Atlanta, GA, USA",33.7489954,-84.3699824,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Walt Frazier+NBA",13,37.5,18.9,49,5.9,6.1,0,78.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Walt Frazier</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Walt Frazier+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Atlanta, GA, USA<br>Years: 13<br>PPG: 18.9<br>MPG: 37.5<br>FG: 49<br>APG: 6.1<br>RPG: 5.9<br>3PT Percentage: 0<br>FT Percentage: 78.6</td></tr></table>"
"54","c","#036c26","Moses Malone","23-Mar-55","Petersburg, VA, USA",37.2279279,-77.4019267,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Moses Malone+NBA",21,34,20.3,49.5,12.3,1.3,9.6,76,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Moses Malone</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Moses Malone+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Petersburg, VA, USA<br>Years: 21<br>PPG: 20.3<br>MPG: 34<br>FG: 49.5<br>APG: 1.3<br>RPG: 12.3<br>3PT Percentage: 9.6<br>FT Percentage: 76</td></tr></table>"
"55","c","#036c26","Jack Twyman","11-May-34","Pittsburgh, PA, USA",40.4406248,-79.9888864,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jack Twyman+NBA",11,31.8,19.2,45,6.6,2.3,NA,77.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jack Twyman</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jack Twyman+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Pittsburgh, PA, USA<br>Years: 11<br>PPG: 19.2<br>MPG: 31.8<br>FG: 45<br>APG: 2.3<br>RPG: 6.6<br>3PT Percentage: NA<br>FT Percentage: 77.8</td></tr></table>"
"56","c","#036c26","Mark Aguirre","10-Dec-59","Chicago, IL, USA",41.8781136,-87.6858982,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mark Aguirre+NBA",13,30,20,48.4,5,3.1,31.2,74.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mark Aguirre</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mark Aguirre+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chicago, IL, USA<br>Years: 13<br>PPG: 20<br>MPG: 30<br>FG: 48.4<br>APG: 3.1<br>RPG: 5<br>3PT Percentage: 31.2<br>FT Percentage: 74.1</td></tr></table>"
"57","c","#036c26","Hal Greer","26-Jun-36","Huntington, WV, USA",38.4192496,-82.435154,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Hal Greer+NBA",15,35.5,19.2,45.2,5,4,NA,80.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Hal Greer</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Hal Greer+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Huntington, WV, USA<br>Years: 15<br>PPG: 19.2<br>MPG: 35.5<br>FG: 45.2<br>APG: 4<br>RPG: 5<br>3PT Percentage: NA<br>FT Percentage: 80.1</td></tr></table>"
"58","c","#036c26","Monta Ellis","26-Oct-85","Jackson, MS, USA",32.2987573,-90.1848103,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Monta Ellis+NBA",8,36,19.4,45.6,3.7,4.7,31.8,77.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Monta Ellis</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Monta Ellis+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Jackson, MS, USA<br>Years: 8<br>PPG: 19.4<br>MPG: 36<br>FG: 45.6<br>APG: 4.7<br>RPG: 3.7<br>3PT Percentage: 31.8<br>FT Percentage: 77.3</td></tr></table>"
"59","c","#036c26","Larry Jones","22-Sep-42","Columbus, OH, USA",39.9611755,-82.9927942,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Larry Jones+NBA",8,34.4,19.1,45.3,4.9,3.7,27.7,79.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Larry Jones</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Larry Jones+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Columbus, OH, USA<br>Years: 8<br>PPG: 19.1<br>MPG: 34.4<br>FG: 45.3<br>APG: 3.7<br>RPG: 4.9<br>3PT Percentage: 27.7<br>FT Percentage: 79.3</td></tr></table>"
"60","c","#036c26","Blake Griffin","16-Mar-89","Oklahoma City, OK, USA",35.4675602,-97.5154276,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Blake Griffin+NBA",3,35.5,20.4,52.9,10.4,3.6,20.6,61.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Blake Griffin</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Blake Griffin+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Oklahoma City, OK, USA<br>Years: 3<br>PPG: 20.4<br>MPG: 35.5<br>FG: 52.9<br>APG: 3.6<br>RPG: 10.4<br>3PT Percentage: 20.6<br>FT Percentage: 61.1</td></tr></table>"
"61","c","#036c26","Walter Davis","9-Sep-54","Pineville, NC, USA",35.0832014,-80.8922957,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Walter Davis+NBA",15,27.9,18.9,51.1,3,3.8,27.2,85.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Walter Davis</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Walter Davis+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Pineville, NC, USA<br>Years: 15<br>PPG: 18.9<br>MPG: 27.9<br>FG: 51.1<br>APG: 3.8<br>RPG: 3<br>3PT Percentage: 27.2<br>FT Percentage: 85.1</td></tr></table>"
"62","c","#036c26","Charlie Scott","15-Dec-48","New York, NY, USA",40.7143528,-74.0031731,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Charlie Scott+NBA",10,35.6,20.7,44.8,4,4.9,25.3,77.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Charlie Scott</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Charlie Scott+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New York, NY, USA<br>Years: 10<br>PPG: 20.7<br>MPG: 35.6<br>FG: 44.8<br>APG: 4.9<br>RPG: 4<br>3PT Percentage: 25.3<br>FT Percentage: 77.3</td></tr></table>"
"63","c","#036c26","Marques Johnson","8-Feb-56","Nachitoches, LA, USA",31.7607195,-93.0862749,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marques Johnson+NBA",11,34.3,20.1,51.8,7,3.6,15.2,73.9,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Marques Johnson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marques Johnson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Nachitoches, LA, USA<br>Years: 11<br>PPG: 20.1<br>MPG: 34.3<br>FG: 51.8<br>APG: 3.6<br>RPG: 7<br>3PT Percentage: 15.2<br>FT Percentage: 73.9</td></tr></table>"
"64","c","#036c26","Spencer Haywood","22-Apr-49","Silver City, MS, USA",33.0965153,-90.4967573,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Spencer Haywood+NBA",13,34.8,20.3,46.9,10.3,1.8,5.3,79.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Spencer Haywood</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Spencer Haywood+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Silver City, MS, USA<br>Years: 13<br>PPG: 20.3<br>MPG: 34.8<br>FG: 46.9<br>APG: 1.8<br>RPG: 10.3<br>3PT Percentage: 5.3<br>FT Percentage: 79.6</td></tr></table>"
"65","c","#036c26","Billy Cunningham","3-Jun-43","Brooklyn, NY, USA",40.65,-73.923,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Billy Cunningham+NBA",11,34.9,21.2,45.2,10.4,4.3,26.3,73,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Billy Cunningham</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Billy Cunningham+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Brooklyn, NY, USA<br>Years: 11<br>PPG: 21.2<br>MPG: 34.9<br>FG: 45.2<br>APG: 4.3<br>RPG: 10.4<br>3PT Percentage: 26.3<br>FT Percentage: 73</td></tr></table>"
"66","c","#036c26","Derrick Rose","4-Oct-88","Chicago, IL, USA",41.8781136,-87.6733982,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Derrick Rose+NBA",4,36.8,21,46.4,3.8,6.8,31,81.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Derrick Rose</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Derrick Rose+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chicago, IL, USA<br>Years: 4<br>PPG: 21<br>MPG: 36.8<br>FG: 46.4<br>APG: 6.8<br>RPG: 3.8<br>3PT Percentage: 31<br>FT Percentage: 81.5</td></tr></table>"
"67","c","#036c26","Hakeem Olajuwon","21-Jan-63","Lagos, Nigeria",6.441158,3.427977,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Hakeem Olajuwon+NBA",18,35.7,21.8,51.2,11.1,2.5,20.2,71.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Hakeem Olajuwon</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Hakeem Olajuwon+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lagos, Nigeria<br>Years: 18<br>PPG: 21.8<br>MPG: 35.7<br>FG: 51.2<br>APG: 2.5<br>RPG: 11.1<br>3PT Percentage: 20.2<br>FT Percentage: 71.2</td></tr></table>"
"68","c","#036c26","Stephon Marbury","20-Feb-77","Brooklyn, NY, USA",40.65,-73.925,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Stephon Marbury+NBA",13,37.7,19.3,43.3,3,7.6,32.5,78.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Stephon Marbury</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Stephon Marbury+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Brooklyn, NY, USA<br>Years: 13<br>PPG: 19.3<br>MPG: 37.7<br>FG: 43.3<br>APG: 7.6<br>RPG: 3<br>3PT Percentage: 32.5<br>FT Percentage: 78.4</td></tr></table>"
"69","c","#036c26","John Brisker","15-Jun-47","Detroit, MI, USA",42.325727,-83.0500538,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Brisker+NBA",6,30.1,20.7,45.3,6.5,2.4,32.1,83.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Brisker</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Brisker+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Detroit, MI, USA<br>Years: 6<br>PPG: 20.7<br>MPG: 30.1<br>FG: 45.3<br>APG: 2.4<br>RPG: 6.5<br>3PT Percentage: 32.1<br>FT Percentage: 83.4</td></tr></table>"
"70","c","#036c26","Jamal Mashburn","29-Nov-72","New York, NY, USA",40.7143528,-73.9982731,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jamal Mashburn+NBA",11,37.3,19.1,41.8,5.4,4,34.5,76.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jamal Mashburn</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jamal Mashburn+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New York, NY, USA<br>Years: 11<br>PPG: 19.1<br>MPG: 37.3<br>FG: 41.8<br>APG: 4<br>RPG: 5.4<br>3PT Percentage: 34.5<br>FT Percentage: 76.6</td></tr></table>"
